query	afdb	neighborhood_name	prediction	VFID	vf_category	VF_subcategory_high	gff	ANI_organism	genus	VF subcategory_low	pident	alntmscore	lddt	qcov
VFG050540(gb|WP_000079192.1)	AF-A0A062N5S9-F1-model_v4	WP_032011724.1!!!GCF_030552735.1_ASM3055273v1!!!NZ_JAUPAK010000003.1!!!319639-333554	Adherence	VF1334	Adherence	Fimbrial adhesin	GCF_030552735.1	Acinetobacter nosocomialis	Acinetobacter	 Type IVa pili (T4aP)	82.8	0.9927	0.9703	1.0
VFG045361(gb|WP_011450766)	AF-A0A161IRX9-F1-model_v4	WP_248886848.1!!!GCF_023278635.1_ASM2327863v1!!!NZ_CP035303.1!!!1304284-1335033	Immune modulation	VF0520	Immune modulation	Antigen variation	GCF_023278635.1	Anaplasma phagocytophilum	Anaplasma	 Antigen variation	91.6	0.9866	0.9628	1.0
VFG045361(gb|WP_011450766)	AF-A0A0F3Q1V6-F1-model_v4	WP_329601290.1!!!GCF_000964915.1_ASM96491v1!!!NZ_LAOD01000016.1!!!190421-219928	Immune modulation	VF0520	Immune modulation	Antigen variation	GCF_000964915.1	Anaplasma phagocytophilum	Anaplasma	 Antigen variation	52.7	0.9388	0.8842	1.0
VFG045361(gb|WP_011450766)	AF-A0A0F3PVQ7-F1-model_v4	WP_020849532.1!!!GCF_000965125.1_ASM96512v1!!!NZ_LAON01000001.1!!!260956-290873	Immune modulation	VF0520	Immune modulation	Antigen variation	GCF_000965125.1	Anaplasma phagocytophilum	Anaplasma	 Antigen variation	50.9	0.9188	0.8508	0.937
VFG045361(gb|WP_011450766)	AF-A0A0F3Q7V1-F1-model_v4	WP_237742478.1!!!GCF_000689615.1_ApCRT35_1.0!!!NZ_JFBI01000002.1!!!1176-24311	Immune modulation	VF0520	Immune modulation	Antigen variation	GCF_000689615.1	Anaplasma phagocytophilum	Anaplasma	 Antigen variation	47.7	0.9047	0.8459	0.939
VFG000497(gb|NP_460361)	AF-A0A737HWL5-F1-model_v4	WP_038396082.1!!!GCF_008692845.1_ASM869284v1!!!NZ_VXJW01000001.1!!!267884-281631	Type III secretion system (T3SS)	VF0321	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_008692845.1	Salmonella enterica	Salmonella	 T3SS components	87.0	0.9994	0.9556	0.962
VFG000497(gb|NP_460361)	AF-A0A702DCS3-F1-model_v4	WP_023248070.1!!!GCF_003325035.1_ASM332503v1!!!NZ_CP030180.1!!!2330258-2318303	Type III secretion system (T3SS)	VF0321	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003325035.1	Salmonella enterica	Salmonella	 T3SS components	86.6	1.007	0.9589	0.938
VFG000497(gb|NP_460361)	AF-A0A0T9U4Q6-F1-model_v4	WP_049688438.1!!!GCF_001164505.1_8016_2_87!!!NZ_CQCP01000009.1!!!156848-179881	Type III secretion system (T3SS)	VF0321	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001164505.1	Yersinia aldovae	Yersinia	 T3SS components	48.7	0.9823	0.9317	0.975
VFG000497(gb|NP_460361)	AF-A0A6H0K853-F1-model_v4	WP_044243259.1!!!GCF_002082215.1_ASM208221v1!!!NZ_CP017589.1!!!30891-59373	Type III secretion system (T3SS)	VF0321	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002082215.1	Pantoea stewartii	Pantoea	 T3SS components	41.2	0.9614	0.8856	1.0
VFG000497(gb|NP_460361)	AF-D2TKH4-F1-model_v4	WP_000628726.1!!!GCF_001572285.1_ASM157228v1!!!NZ_LPYN01000053.1!!!1-4979	Type III secretion system (T3SS)	VF0321	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001572285.1	Escherichia coli	Escherichia	 T3SS components	26.3	0.947	0.8288	0.9
VFG012343(gb|WP_001234182)	AF-A0A3F3NV62-F1-model_v4	WP_024194197.1!!!GCF_000350965.1_Esch_coli_KTE188_V1!!!NZ_KB732426.1!!!7278-33533	Adherence	VF0222	Adherence	Fimbrial adhesin	GCF_000350965.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	74.2	0.9241	0.9099	0.929
VFG003982(gb|NP_461081)	AF-A0A2I5HPT1-F1-model_v4	WP_077906545.1!!!GCF_016454425.1_ASM1645442v1!!!NZ_CP051384.1!!!3056959-3087068	Type III secretion system (T3SS)	VF0947	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_016454425.1	Salmonella enterica	Salmonella	 T3SS effectors	93.3	0.9832	0.9566	1.0
VFG003982(gb|NP_461081)	AF-A0A744ERL3-F1-model_v4	WP_079977227.1!!!GCF_027570355.1_ASM2757035v1!!!NZ_JAPWHS010000006.1!!!58730-71566	Type III secretion system (T3SS)	VF0947	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_027570355.1	Salmonella enterica	Salmonella	 T3SS effectors	74.4	0.9783	0.9393	0.934
VFG003982(gb|NP_461081)	AF-E8XB22-F1-model_v4	WP_000492926.1!!!GCF_003199615.1_ASM319961v1!!!NZ_QJGL01000015.1!!!297-20520	Type III secretion system (T3SS)	VF0947	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003199615.1	Salmonella enterica	Salmonella	 T3SS effectors	75.3	0.9507	0.9327	0.934
VFG003982(gb|NP_461081)	AF-A0A482PDI9-F1-model_v4	WP_054409997.1!!!GCF_001514575.1_ASM151457v1!!!NZ_BBVF01000048.1!!!1878-10575	Type III secretion system (T3SS)	VF0947	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001514575.1	Escherichia albertii	Escherichia	 T3SS effectors	53.8	0.9368	0.8815	0.928
VFG000820(gb|WP_000087467)	AF-I7D0F8-F1-model_v4	WP_000726419.1!!!GCF_000486145.1_ASM48614v1!!!NZ_AOXE01000081.1!!!436-22092	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000486145.1	Salmonella enterica	Salmonella	 T3SS components	78.6	0.9856	0.9693	0.993
VFG000820(gb|WP_000087467)	AF-A0A7Z6R316-F1-model_v4	WP_019840876.1!!!GCF_021608665.1_ASM2160866v1!!!NZ_JAIEXX010000008.1!!!14255-25280	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_021608665.1	Aeromonas veronii	Aeromonas	 T3SS components	39.4	0.9532	0.8904	0.94
VFG000820(gb|WP_000087467)	AF-A0A0T9V1Z0-F1-model_v4	WP_004706926.1!!!GCF_000754805.1_YFB!!!NZ_KN150731.1!!!3252130-3265671	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000754805.1	Yersinia frederiksenii	Yersinia	 T3SS components	31.9	0.9106	0.8568	0.974
VFG000820(gb|WP_000087467)	AF-A0A481Q7X6-F1-model_v4	WP_145555851.1!!!GCF_902170705.1_IP38017!!!NZ_CABHYP010000093.1!!!540-25272	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902170705.1	Yersinia canariae	Yersinia	 T3SS components	31.2	0.9071	0.8523	0.974
VFG000820(gb|WP_000087467)	AF-A0A2A7T8R1-F1-model_v4	WP_004391762.1!!!GCF_011765215.1_ASM1176521v1!!!NZ_JAASAL010000003.1!!!14984-29444	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_011765215.1	Yersinia kristensenii	Yersinia	 T3SS components	30.6	0.916	0.8561	0.974
VFG000820(gb|WP_000087467)	AF-A0A344UKX1-F1-model_v4	WP_114061645.1!!!GCF_039938345.1_ASM3993834v1!!!NZ_JBDXMI010000001.1!!!2262403-2248011	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_039938345.1	Chromobacterium phragmitis	Chromobacterium	 T3SS components	35.8	0.9091	0.8584	0.954
VFG000820(gb|WP_000087467)	AF-A0A7Z6WCT2-F1-model_v4	WP_019840884.1!!!GCF_004379215.1_ASM437921v1!!!NZ_NPKD01000041.1!!!25712-16340	Type III secretion system (T3SS)	VF0191	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_004379215.1	Aeromonas veronii	Aeromonas	 T3SS components	18.4	0.9184	0.8349	0.94
VFG000401(gb|WP_002212925)	AF-A0A7G7FFE4-F1-model_v4	WP_139706213.1!!!GCF_901212375.1_KLG1!!!NZ_CAAKNP010000097.1!!!20933-8688	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_901212375.1	Aeromonas hydrophila	Aeromonas	 T3SS components	45.1	0.9167	0.868	0.971
VFG000401(gb|WP_002212925)	AF-Q699Q2-F1-model_v4	WP_125609477.1!!!GCF_037817735.1_ASM3781773v1!!!NZ_CP149127.1!!!1828008-1815564	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_037817735.1	Aeromonas salmonicida	Aeromonas	 T3SS components	44.3	0.9146	0.8728	0.971
VFG000401(gb|WP_002212925)	AF-A0A7X5QAN6-F1-model_v4	WP_054477433.1!!!GCF_963869725.1_ena-yuan-GCF_001280945.1!!!NZ_CAWMRL010000013.1!!!17504-3685	Type III secretion system (T3SS)	VF0140	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_963869725.1	Photorhabdus heterorhabditis	Photorhabdus	 T3SS components	39.5	0.9053	0.8473	0.964
VFG002345(gb|WP_005160434)	AF-A0A0T9TDS8-F1-model_v4	WP_005160434.1!!!GCF_040533925.1_ASM4053392v1!!!NZ_JBEWFI010000009.1!!!90472-115227	Motility	VF0394	Motility	Flagella-mediated motility	GCF_040533925.1	Yersinia enterocolitica	Yersinia	 Flagella assembly	94.1	0.9287	0.9377	1.0
VFG002345(gb|WP_005160434)	AF-A0A1W5DL22-F1-model_v4	WP_099064643.1!!!GCF_019295365.2_ASM1929536v2!!!NZ_CP117168.1!!!3474412-3462835	Motility	VF0394	Motility	Flagella-mediated motility	GCF_019295365.2	Serratia proteamaculans	Serratia	 Flagella assembly	84.0	0.9007	0.9338	1.0
VFG002345(gb|WP_005160434)	AF-A0A7V8L604-F1-model_v4	WP_010301661.1!!!GCF_922022125.1_Pectobacterium_versatile_A18-GEAV-M15!!!NZ_CAKLIR010000020.1!!!190721-179381	Motility	VF0394	Motility	Flagella-mediated motility	GCF_922022125.1	Pectobacterium versatile	Pectobacterium	 Flagella assembly	75.6	0.9295	0.9258	1.0
VFG000910(gb|WP_000703304)	AF-A0A2X4ZRN7-F1-model_v4	WP_064379569.1!!!GCF_902162725.1_25964_2_43!!!NZ_CABGWL010000002.1!!!37770-65486	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_902162725.1	Klebsiella michiganensis	Klebsiella	 Adhesive pili of the chaperone-usher family	56.4	0.9343	0.9516	1.0
VFG000910(gb|WP_000703304)	AF-A0A0W2DBB5-F1-model_v4	WP_045396575.1!!!GCF_001011795.1_ASM101179v1!!!NZ_LDBY01000006.1!!!102331-132270	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_001011795.1	Klebsiella aerogenes	Klebsiella	 Adhesive pili of the chaperone-usher family	56.4	0.9071	0.9463	1.0
VFG000910(gb|WP_000703304)	AF-A0A564LL55-F1-model_v4	WP_142512328.1!!!GCF_036441055.1_ASM3644105v1!!!NZ_JADOYW010000012.1!!!72682-101546	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_036441055.1	Klebsiella huaxiensis	Klebsiella	 Adhesive pili of the chaperone-usher family	54.7	0.9113	0.9561	1.0
VFG000910(gb|WP_000703304)	AF-D2TJL4-F1-model_v4	WP_012907055.1!!!GCF_021278985.1_ASM2127898v1!!!NZ_CP082833.1!!!2501114-2528492	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_021278985.1	Citrobacter rodentium	Citrobacter	 Adhesive pili of the chaperone-usher family	56.9	0.9131	0.9536	1.0
VFG000910(gb|WP_000703304)	AF-A0A7H5ADQ1-F1-model_v4	WP_004853960.1!!!GCF_030358905.1_ASM3035890v1!!!NZ_JAUCIT010000083.1!!!134-16062	non_vf	VF0224	Adherence	Fimbrial adhesin	GCF_030358905.1	Klebsiella michiganensis	Klebsiella	 Adhesive pili of the chaperone-usher family	55.3	0.9028	0.96	1.0
VFG000910(gb|WP_000703304)	AF-W0ATD3-F1-model_v4	WP_059270772.1!!!GCF_037910965.1_ASM3791096v1!!!NZ_JAWJKH010000017.1!!!78854-108583	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_037910965.1	Escherichia albertii	Escherichia	 Adhesive pili of the chaperone-usher family	54.5	0.9157	0.9504	0.983
VFG000910(gb|WP_000703304)	AF-A0A8B2T1S6-F1-model_v4	WP_014838896.1!!!GCF_022539965.1_ASM2253996v1!!!NZ_JAKWGO010000016.1!!!58842-86547	Adherence	VF0224	Adherence	Fimbrial adhesin	GCF_022539965.1	Klebsiella michiganensis	Klebsiella	 Adhesive pili of the chaperone-usher family	57.0	0.9555	0.9388	0.95
VFG000910(gb|WP_000703304)	AF-A0A377Z1F3-F1-model_v4	WP_022631439.1!!!GCF_034258945.1_ASM3425894v1!!!NZ_JAXISF010000025.1!!!1-15214	Type III secretion system (T3SS)	VF0224	Adherence	Fimbrial adhesin	GCF_034258945.1	Klebsiella pneumoniae	Klebsiella	 Adhesive pili of the chaperone-usher family	56.4	0.9147	0.9477	0.95
VFG051084(gb|WP_000020713.1)	AF-A0A009RJK9-F1-model_v4	WP_017385506.1!!!GCF_000302395.1_ASM30239v1!!!NZ_AMJL01000212.1!!!275-17686	Type VI secretion system (T6SS)	VF1337	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000302395.1	Acinetobacter pittii	Acinetobacter	 T6SS components	90.9	0.9531	0.9735	1.0
VFG038425(gb|WP_016349296)	AF-A0A7U0N9Z1-F1-model_v4	WP_012147351.1!!!GCF_946225825.1_26968_7_4!!!NZ_CAMIRZ010000005.1!!!86923-114433	Adherence	VF0486	Adherence	Fimbrial adhesin	GCF_946225825.1	Serratia quinivorans	Serratia	 Adhesive pili of the chaperone-usher family	37.3	0.911	0.9283	0.995
VFG038425(gb|WP_016349296)	AF-A0A6M0PT12-F1-model_v4	WP_063585682.1!!!GCF_004308115.1_ASM430811v1!!!NZ_SITJ01000041.1!!!65421-95408	Adherence	VF0486	Adherence	Fimbrial adhesin	GCF_004308115.1	Hafnia alvei	Hafnia	 Adhesive pili of the chaperone-usher family	33.7	0.9146	0.8778	0.956
VFG038425(gb|WP_016349296)	AF-A0A7L6U8H9-F1-model_v4	WP_103770878.1!!!GCF_004353845.1_ASM435384v1!!!NZ_CP037864.1!!!977452-1007340	Adherence	VF0486	Adherence	Fimbrial adhesin	GCF_004353845.1	Citrobacter europaeus	Citrobacter	 Adhesive pili of the chaperone-usher family	28.2	0.9083	0.8632	0.951
VFG035027(gb|WP_013009182)	AF-A0A827NPZ9-F1-model_v4	WP_099588089.1!!!GCF_024532175.1_ASM2453217v1!!!NZ_CP099886.1!!!4319741-4349658	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_024532175.1	Escherichia albertii	Escherichia	 T3SS effectors	77.0	0.9539	0.9517	1.0
VFG035027(gb|WP_013009182)	AF-A0A827LGF9-F1-model_v4	WP_072243637.1!!!GCF_025599875.1_ASM2559987v1!!!NZ_JAOSFT010000012.1!!!113270-129965	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_025599875.1	Escherichia albertii	Escherichia	 T3SS effectors	79.4	0.9739	0.9297	1.0
VFG035027(gb|WP_013009182)	AF-A0A765X823-F1-model_v4	WP_124866281.1!!!GCF_009932295.1_ASM993229v1!!!NZ_BEZV01000063.1!!!157638-172644	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_009932295.1	Escherichia albertii	Escherichia	 T3SS effectors	74.6	0.96	0.9283	1.0
VFG035027(gb|WP_013009182)	AF-A0A0K4UM65-F1-model_v4	WP_072179115.1!!!GCF_001514575.1_ASM151457v1!!!NZ_BBVF01000038.1!!!317-19180	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001514575.1	Escherichia albertii	Escherichia	 T3SS effectors	59.8	0.953	0.9148	1.0
VFG035027(gb|WP_013009182)	AF-A0A777TPY5-F1-model_v4	WP_151401293.1!!!GCF_028622635.1_ASM2862263v1!!!NZ_CP117643.1!!!3662457-3689131	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_028622635.1	Escherichia albertii	Escherichia	 T3SS effectors	59.8	0.953	0.9126	1.0
VFG035027(gb|WP_013009182)	AF-A0A0K3ZIF1-F1-model_v4	WP_024222091.1!!!GCF_000446225.2_ASM44622v2!!!NZ_AIAL01000055.1!!!14597-40028	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000446225.2	Escherichia coli	Escherichia	 T3SS effectors	36.5	0.9029	0.8423	0.995
VFG035027(gb|WP_013009182)	AF-D2TRY0-F1-model_v4	WP_012908743.1!!!GCF_910573735.1_MGBC000020!!!NZ_CAJTBI010000003.1!!!1-20855	Type III secretion system (T3SS)	VF1111	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_910573735.1	Citrobacter rodentium	Citrobacter	 T3SS effectors	32.5	0.9019	0.8385	0.976
VFG050164(gb|WP_000723250)	AF-A0A376WU15-F1-model_v4	WP_000723250.1!!!GCF_035582205.1_ASM3558220v1!!!NZ_JAYKEW010000100.1!!!1-30012	Adherence	VF0239	Invasion	unknown_Invasion_subcat	GCF_035582205.1	Escherichia coli	Escherichia	Invasion	99.7	1.002	0.9396	0.944
VFG045511(gb|WP_010946858)	AF-A0A128HAU5-F1-model_v4	WP_014841362.1!!!GCF_030534615.1_ASM3053461v1!!!NZ_JAQRLL010000001.1!!!1-16364	non_vf	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_030534615.1	Legionella pneumophila	Legionella	 T4SS effectors	88.7	0.9617	0.9762	1.0
VFG045511(gb|WP_010946858)	AF-A0A378L6S9-F1-model_v4	WP_058476183.1!!!GCF_900640025.1_Leg_steigerwaltii_SC-18-C9.v1!!!NZ_CAAAIO010000035.1!!!99-27558	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900640025.1	Legionella steigerwaltii	Legionella	 T4SS effectors	51.7	0.9237	0.9253	0.985
VFG045511(gb|WP_010946858)	AF-A0A0W0SA27-F1-model_v4	WP_265702766.1!!!GCF_026191355.1_ASM2619135v1!!!NZ_JAPHOQ010000003.1!!!146965-176926	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_026191355.1	Legionella cherrii	Legionella	 T4SS effectors	48.4	0.9361	0.9211	0.985
VFG045511(gb|WP_010946858)	AF-A0A0W0RQH7-F1-model_v4	WP_131779210.1!!!GCF_900640155.1_Leg_bozemanae_94163278.v1!!!NZ_CAAAJB010000034.1!!!74899-103316	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900640155.1	Legionella bozemanae	Legionella	 T4SS effectors	46.9	0.9409	0.9237	0.985
VFG045511(gb|WP_010946858)	AF-A0A377GLI5-F1-model_v4	WP_058468691.1!!!GCF_900450965.1_48903_B01!!!NZ_UGGV01000001.1!!!2530006-2557922	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900450965.1	Fluoribacter gormanii	Fluoribacter	 T4SS effectors	48.4	0.9516	0.9163	0.959
VFG045511(gb|WP_010946858)	AF-A0A317TXK4-F1-model_v4	WP_110143984.1!!!GCF_003990155.1_ASM399015v1!!!NZ_RZGX01000006.1!!!36209-65792	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_003990155.1	Legionella qingyii	Legionella	 T4SS effectors	47.7	0.9207	0.9002	0.985
VFG045511(gb|WP_010946858)	AF-A0A2H5FHP0-F1-model_v4	WP_128130325.1!!!GCF_900635835.1_34410_B02!!!NZ_LR134178.1!!!3706999-3735845	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900635835.1	Legionella sainthelensi	Legionella	 T4SS effectors	40.8	0.9065	0.8626	0.985
VFG045511(gb|WP_010946858)	AF-D3HMH2-F1-model_v4	WP_003634368.1!!!GCF_965137965.1_CIP110150!!!NZ_CBCSBI010000001.1!!!239186-268630	Type IV secretion system (T4SS)	VF0798	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_965137965.1	Legionella longbeachae	Legionella	 T4SS effectors	42.8	0.9039	0.834	0.964
VFG002248(gb|WP_011181145)	AF-Q5QSZ9-F1-model_v4	WP_011181145.1!!!GCF_000516675.1_Bart_hens_JK_51_V1!!!NZ_KI911787.1!!!694931-722977	Type IV secretion system (T4SS)	VF0682	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_000516675.1	Bartonella henselae	Bartonella	 T4SS effectors	100.0	0.9088	0.9749	0.967
VFG002075(gb|NP_248779)	AF-A0A1M7QDF7-F1-model_v4	WP_055002070.1!!!GCF_008692875.1_ASM869287v1!!!NZ_VXJZ01000048.1!!!76-22840	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_008692875.1	Pseudomonas cannabina	Pseudomonas	 T6SS components	70.8	0.9756	0.9634	0.966
VFG002075(gb|NP_248779)	AF-A0A423CVX4-F1-model_v4	WP_108545005.1!!!GCF_003057655.1_ASM305765v1!!!NZ_PYJM01000003.1!!!268075-298863	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003057655.1	Pseudomonas saponiphila	Pseudomonas	 T6SS components	71.0	0.954	0.9455	0.989
VFG002075(gb|NP_248779)	AF-A0A1H7W5E0-F1-model_v4	WP_124336876.1!!!GCF_003851305.1_ASM385130v1!!!NZ_CP027717.1!!!4006378-4032483	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003851305.1	Pseudomonas chlororaphis	Pseudomonas	 T6SS components	68.9	0.9611	0.9428	0.974
VFG002075(gb|NP_248779)	AF-A0A7Y7W9D4-F1-model_v4	WP_042935125.1!!!GCF_000280765.1_ASM28076v1!!!NZ_JH730834.1!!!213700-241038	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000280765.1	Pseudomonas gingeri	Pseudomonas	 T6SS components	69.9	0.9687	0.9494	0.966
VFG002075(gb|NP_248779)	AF-A0A446B2T4-F1-model_v4	WP_258595282.1!!!GCF_024748945.1_ASM2474894v1!!!NZ_CP087179.1!!!5487785-5517744	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_024748945.1	Pseudomonas wadenswilerensis	Pseudomonas	 T6SS components	70.8	0.9697	0.9478	0.966
VFG002075(gb|NP_248779)	AF-A0A2W7ISP3-F1-model_v4	WP_192422526.1!!!GCF_014852485.1_ASM1485248v1!!!NZ_JACVBR010000001.1!!!32733-60867	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_014852485.1	Phytopseudomonas argentinensis	Phytopseudomonas	 T6SS components	71.9	0.9763	0.9363	0.963
VFG002075(gb|NP_248779)	AF-A0A4R5SLM1-F1-model_v4	WP_038707645.1!!!GCF_017350895.1_ASM1735089v1!!!NZ_JACNCE010000005.1!!!118312-145931	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_017350895.1	Pseudomonas soli	Pseudomonas	 T6SS components	66.9	0.9553	0.9425	0.989
VFG002075(gb|NP_248779)	AF-A0A379IMZ2-F1-model_v4	WP_074677244.1!!!GCF_033842905.1_ASM3384290v1!!!NZ_JAWXXP010000001.1!!!2912993-2940926	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_033842905.1	Ectopseudomonas alcaliphila	Ectopseudomonas	 T6SS components	67.5	0.9653	0.9429	0.991
VFG002075(gb|NP_248779)	AF-A0A6N1CHS4-F1-model_v4	WP_024776795.1!!!GCF_000522485.1_Pco1!!!NZ_ATKI01000030.1!!!140487-166847	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000522485.1	Pseudomonas corrugata	Pseudomonas	 T6SS components	69.0	0.9538	0.9294	0.983
VFG002075(gb|NP_248779)	AF-A0A1T2XV93-F1-model_v4	WP_038850303.1!!!GCF_013387085.1_ASM1338708v1!!!NZ_JACAQN010000012.1!!!181231-210732	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_013387085.1	Pseudomonas canadensis	Pseudomonas	 T6SS components	45.3	0.9323	0.8829	0.977
VFG002075(gb|NP_248779)	AF-A0A837W3M8-F1-model_v4	WP_063800998.1!!!GCF_001527385.1_ASM152738v1!!!NZ_LOZF01000132.1!!!191193-220968	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001527385.1	Burkholderia ubonensis	Burkholderia	 T6SS components	43.7	0.9314	0.8721	0.96
VFG002075(gb|NP_248779)	AF-A0A6L3MRI3-F1-model_v4	WP_060148608.1!!!GCF_001534525.1_ASM153452v1!!!NZ_LPMO01000089.1!!!196-29396	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001534525.1	Burkholderia stagnalis	Burkholderia	 T6SS components	40.0	0.9037	0.8413	0.983
VFG002075(gb|NP_248779)	AF-A0A0U4CZX7-F1-model_v4	WP_287728670.1!!!GCF_020254145.1_ASM2025414v1!!!NZ_JADDJV010000026.1!!!1527-10120	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_020254145.1	Burkholderia arboris	Burkholderia	 T6SS components	40.8	0.9084	0.839	0.989
VFG002075(gb|NP_248779)	AF-A0A852QBZ1-F1-model_v4	WP_032714523.1!!!GCF_000692175.1_Ente_aero_MGH_62_V1!!!NZ_KK736200.1!!!1590411-1576967	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000692175.1	Klebsiella aerogenes	Klebsiella	 T6SS components	41.4	0.9253	0.8511	0.968
VFG002075(gb|NP_248779)	AF-A0A1X1D1U5-F1-model_v4	WP_282996656.1!!!GCF_030024295.1_ASM3002429v1!!!NZ_JASEWO010000160.1!!!1-10148	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030024295.1	Pantoea dispersa	Pantoea	 T6SS components	42.1	0.9211	0.8444	0.966
VFG002075(gb|NP_248779)	AF-A0A5M7QG50-F1-model_v4	WP_033779360.1!!!GCF_007558755.1_ASM755875v1!!!NZ_VLTF01000002.1!!!784495-814951	Type VI secretion system (T6SS)	VF0334	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_007558755.1	Pantoea pleuroti	Pantoea	 T6SS components	40.5	0.9203	0.8481	0.968
